id,contract,venue,desk,trader,bid,ask,spread,filled,status,trendSeed,updatedAt
77327,Soybean Meal Sep 26,Frankfurt,D-1563,Theo Ivanov,90.20,90.30,0.10,22,Monitoring,28,2s ago
77328,Wheat Nov 26,Sao Paulo,D-2874,Luca Perez,91.90,92.05,0.15,35,At risk,29,3s ago
77329,Copper Jan 26,Chicago,D-251,Maya Chen,61.60,61.80,0.20,48,Open,12,4s ago
77330,Nickel Mar 26,Singapore,D-628,Noah Park,63.30,63.55,0.25,61,Filled,13,5s ago
77331,Aluminum May 26,Frankfurt,D-844,Iris Chen,65.00,65.05,0.05,74,Monitoring,14,1s ago
77332,Lithium Jul 26,Sao Paulo,D-1071,Sofia Bell,66.70,66.80,0.10,87,At risk,15,2s ago
77333,Cocoa Sep 26,Chicago,D-1563,Theo Ivanov,68.40,68.55,0.15,8,Open,16,3s ago
77334,Cotton Nov 26,Singapore,D-2874,Luca Perez,70.10,70.30,0.20,17,Filled,17,4s ago
77335,Soybean Meal Jan 26,Frankfurt,D-251,Maya Chen,71.80,72.05,0.25,30,Monitoring,18,5s ago
77336,Wheat Mar 26,Sao Paulo,D-628,Noah Park,73.50,73.55,0.05,43,At risk,19,1s ago
77337,Copper May 26,Chicago,D-844,Iris Chen,75.20,75.30,0.10,56,Open,20,2s ago
77338,Nickel Jul 26,Singapore,D-1071,Sofia Bell,76.90,77.05,0.15,69,Filled,21,3s ago
77339,Aluminum Sep 26,Frankfurt,D-1563,Theo Ivanov,78.60,78.80,0.20,82,Monitoring,22,4s ago
77340,Lithium Nov 26,Sao Paulo,D-2874,Luca Perez,80.30,80.55,0.25,95,At risk,23,5s ago
77341,Cocoa Jan 26,Chicago,D-251,Maya Chen,82.00,82.05,0.05,12,Open,24,1s ago
77342,Cotton Mar 26,Singapore,D-628,Noah Park,83.70,83.80,0.10,25,Filled,25,2s ago
77343,Soybean Meal May 26,Frankfurt,D-844,Iris Chen,85.40,85.55,0.15,38,Monitoring,26,3s ago
77344,Wheat Jul 26,Sao Paulo,D-1071,Sofia Bell,87.10,87.30,0.20,51,At risk,27,4s ago
77345,Copper Sep 26,Chicago,D-1563,Theo Ivanov,88.80,89.05,0.25,64,Open,28,5s ago
77346,Nickel Nov 26,Singapore,D-2874,Luca Perez,90.50,90.55,0.05,77,Filled,29,1s ago
77347,Aluminum Jan 26,Frankfurt,D-251,Maya Chen,60.20,60.30,0.10,90,Monitoring,12,2s ago
77348,Lithium Mar 26,Sao Paulo,D-628,Noah Park,61.90,62.05,0.15,8,At risk,13,3s ago
77349,Cocoa May 26,Chicago,D-844,Iris Chen,63.60,63.80,0.20,20,Open,14,4s ago
77350,Cotton Jul 26,Singapore,D-1071,Sofia Bell,65.30,65.55,0.25,33,Filled,15,5s ago
77351,Soybean Meal Sep 26,Frankfurt,D-1563,Theo Ivanov,67.00,67.05,0.05,46,Monitoring,16,1s ago
77352,Wheat Nov 26,Sao Paulo,D-2874,Luca Perez,68.70,68.80,0.10,59,At risk,17,2s ago
77353,Copper Jan 26,Chicago,D-251,Maya Chen,70.40,70.55,0.15,72,Open,18,3s ago
77354,Nickel Mar 26,Singapore,D-628,Noah Park,72.10,72.30,0.20,85,Filled,19,4s ago
77355,Aluminum May 26,Frankfurt,D-844,Iris Chen,73.80,74.05,0.25,8,Monitoring,20,5s ago
77356,Lithium Jul 26,Sao Paulo,D-1071,Sofia Bell,75.50,75.55,0.05,15,At risk,21,1s ago
77357,Cocoa Sep 26,Chicago,D-1563,Theo Ivanov,77.20,77.30,0.10,28,Open,22,2s ago
77358,Cotton Nov 26,Singapore,D-2874,Luca Perez,78.90,79.05,0.15,41,Filled,23,3s ago
77359,Soybean Meal Jan 26,Frankfurt,D-251,Maya Chen,80.60,80.80,0.20,54,Monitoring,24,4s ago
77360,Wheat Mar 26,Sao Paulo,D-628,Noah Park,82.30,82.55,0.25,67,At risk,25,5s ago
77361,Copper May 26,Chicago,D-844,Iris Chen,84.00,84.05,0.05,80,Open,26,1s ago
77362,Nickel Jul 26,Singapore,D-1071,Sofia Bell,85.70,85.80,0.10,93,Filled,27,2s ago
77363,Aluminum Sep 26,Frankfurt,D-1563,Theo Ivanov,87.40,87.55,0.15,10,Monitoring,28,3s ago
77364,Lithium Nov 26,Sao Paulo,D-2874,Luca Perez,89.10,89.30,0.20,23,At risk,29,4s ago
77365,Cocoa Jan 26,Chicago,D-251,Maya Chen,90.80,91.05,0.25,36,Open,12,5s ago
77366,Cotton Mar 26,Singapore,D-628,Noah Park,60.50,60.55,0.05,49,Filled,13,1s ago
77367,Soybean Meal May 26,Frankfurt,D-844,Iris Chen,62.20,62.30,0.10,62,Monitoring,14,2s ago
77368,Wheat Jul 26,Sao Paulo,D-1071,Sofia Bell,63.90,64.05,0.15,75,At risk,15,3s ago
77369,Copper Sep 26,Chicago,D-1563,Theo Ivanov,65.60,65.80,0.20,88,Open,16,4s ago
77370,Nickel Nov 26,Singapore,D-2874,Luca Perez,67.30,67.55,0.25,8,Filled,17,5s ago
77371,Aluminum Jan 26,Frankfurt,D-251,Maya Chen,69.00,69.05,0.05,18,Monitoring,18,1s ago
77372,Lithium Mar 26,Sao Paulo,D-628,Noah Park,70.70,70.80,0.10,31,At risk,19,2s ago
77373,Cocoa May 26,Chicago,D-844,Iris Chen,72.40,72.55,0.15,44,Open,20,3s ago
77374,Cotton Jul 26,Singapore,D-1071,Sofia Bell,74.10,74.30,0.20,57,Filled,21,4s ago
77375,Soybean Meal Sep 26,Frankfurt,D-1563,Theo Ivanov,75.80,76.05,0.25,70,Monitoring,22,5s ago
77376,Wheat Nov 26,Sao Paulo,D-2874,Luca Perez,77.50,77.55,0.05,83,At risk,23,1s ago
77377,Copper Jan 26,Chicago,D-251,Maya Chen,79.20,79.30,0.10,8,Open,24,2s ago
77378,Nickel Mar 26,Singapore,D-628,Noah Park,80.90,81.05,0.15,13,Filled,25,3s ago
77379,Aluminum May 26,Frankfurt,D-844,Iris Chen,82.60,82.80,0.20,26,Monitoring,26,4s ago
77380,Lithium Jul 26,Sao Paulo,D-1071,Sofia Bell,84.30,84.55,0.25,39,At risk,27,5s ago
77381,Cocoa Sep 26,Chicago,D-1563,Theo Ivanov,86.00,86.05,0.05,52,Open,28,1s ago
77382,Cotton Nov 26,Singapore,D-2874,Luca Perez,87.70,87.80,0.10,65,Filled,29,2s ago
77383,Soybean Meal Jan 26,Frankfurt,D-251,Maya Chen,89.40,89.55,0.15,78,Monitoring,12,3s ago
77384,Wheat Mar 26,Sao Paulo,D-628,Noah Park,91.10,91.30,0.20,91,At risk,13,4s ago
77385,Copper May 26,Chicago,D-844,Iris Chen,60.80,61.05,0.25,8,Open,14,5s ago
77386,Nickel Jul 26,Singapore,D-1071,Sofia Bell,62.50,62.55,0.05,21,Filled,15,1s ago
77387,Aluminum Sep 26,Frankfurt,D-1563,Theo Ivanov,64.20,64.30,0.10,34,Monitoring,16,2s ago
77388,Lithium Nov 26,Sao Paulo,D-2874,Luca Perez,65.90,66.05,0.15,47,At risk,17,3s ago
77389,Cocoa Jan 26,Chicago,D-251,Maya Chen,67.60,67.80,0.20,60,Open,18,4s ago
77390,Cotton Mar 26,Singapore,D-628,Noah Park,69.30,69.55,0.25,73,Filled,19,5s ago
77391,Soybean Meal May 26,Frankfurt,D-844,Iris Chen,71.00,71.05,0.05,86,Monitoring,20,1s ago
77392,Wheat Jul 26,Sao Paulo,D-1071,Sofia Bell,72.70,72.80,0.10,8,At risk,21,2s ago
77393,Copper Sep 26,Chicago,D-1563,Theo Ivanov,74.40,74.55,0.15,16,Open,22,3s ago
77394,Nickel Nov 26,Singapore,D-2874,Luca Perez,76.10,76.30,0.20,29,Filled,23,4s ago
77395,Aluminum Jan 26,Frankfurt,D-251,Maya Chen,77.80,78.05,0.25,42,Monitoring,24,5s ago
77396,Lithium Mar 26,Sao Paulo,D-628,Noah Park,79.50,79.55,0.05,55,At risk,25,1s ago
77397,Cocoa May 26,Chicago,D-844,Iris Chen,81.20,81.30,0.10,68,Open,26,2s ago
77398,Cotton Jul 26,Singapore,D-1071,Sofia Bell,82.90,83.05,0.15,81,Filled,27,3s ago
77399,Soybean Meal Sep 26,Frankfurt,D-1563,Theo Ivanov,84.60,84.80,0.20,94,Monitoring,28,4s ago
77400,Wheat Nov 26,Sao Paulo,D-2874,Luca Perez,86.30,86.55,0.25,11,At risk,29,5s ago
77401,Copper Jan 26,Chicago,D-251,Maya Chen,88.00,88.05,0.05,24,Open,12,1s ago
77402,Nickel Mar 26,Singapore,D-628,Noah Park,89.70,89.80,0.10,37,Filled,13,2s ago
77403,Aluminum May 26,Frankfurt,D-844,Iris Chen,91.40,91.55,0.15,50,Monitoring,14,3s ago
77404,Lithium Jul 26,Sao Paulo,D-1071,Sofia Bell,61.10,61.30,0.20,63,At risk,15,4s ago
77405,Cocoa Sep 26,Chicago,D-1563,Theo Ivanov,62.80,63.05,0.25,76,Open,16,5s ago
77406,Cotton Nov 26,Singapore,D-2874,Luca Perez,64.50,64.55,0.05,89,Filled,17,1s ago
77407,Soybean Meal Jan 26,Frankfurt,D-251,Maya Chen,66.20,66.30,0.10,8,Monitoring,18,2s ago
77408,Wheat Mar 26,Sao Paulo,D-628,Noah Park,67.90,68.05,0.15,19,At risk,19,3s ago
77409,Copper May 26,Chicago,D-844,Iris Chen,69.60,69.80,0.20,32,Open,20,4s ago
77410,Nickel Jul 26,Singapore,D-1071,Sofia Bell,71.30,71.55,0.25,45,Filled,21,5s ago
77411,Aluminum Sep 26,Frankfurt,D-1563,Theo Ivanov,73.00,73.05,0.05,58,Monitoring,22,1s ago
77412,Lithium Nov 26,Sao Paulo,D-2874,Luca Perez,74.70,74.80,0.10,71,At risk,23,2s ago
77413,Cocoa Jan 26,Chicago,D-251,Maya Chen,76.40,76.55,0.15,84,Open,24,3s ago
77414,Cotton Mar 26,Singapore,D-628,Noah Park,78.10,78.30,0.20,8,Filled,25,4s ago
77415,Soybean Meal May 26,Frankfurt,D-844,Iris Chen,79.80,80.05,0.25,14,Monitoring,26,5s ago
77416,Wheat Jul 26,Sao Paulo,D-1071,Sofia Bell,81.50,81.55,0.05,27,At risk,27,1s ago
77417,Copper Sep 26,Chicago,D-1563,Theo Ivanov,83.20,83.30,0.10,40,Open,28,2s ago
77418,Nickel Nov 26,Singapore,D-2874,Luca Perez,84.90,85.05,0.15,53,Filled,29,3s ago
77419,Aluminum Jan 26,Frankfurt,D-251,Maya Chen,86.60,86.80,0.20,66,Monitoring,12,4s ago
77420,Lithium Mar 26,Sao Paulo,D-628,Noah Park,88.30,88.55,0.25,79,At risk,13,5s ago
77421,Cocoa May 26,Chicago,D-844,Iris Chen,90.00,90.05,0.05,92,Open,14,1s ago
77422,Cotton Jul 26,Singapore,D-1071,Sofia Bell,91.70,91.80,0.10,9,Filled,15,2s ago
77423,Soybean Meal Sep 26,Frankfurt,D-1563,Theo Ivanov,61.40,61.55,0.15,22,Monitoring,16,3s ago
77424,Wheat Nov 26,Sao Paulo,D-2874,Luca Perez,63.10,63.30,0.20,35,At risk,17,4s ago
77425,Copper Jan 26,Chicago,D-251,Maya Chen,64.80,65.05,0.25,48,Open,18,5s ago
77426,Nickel Mar 26,Singapore,D-628,Noah Park,66.50,66.55,0.05,61,Filled,19,1s ago
77427,Aluminum May 26,Frankfurt,D-844,Iris Chen,68.20,68.30,0.10,74,Monitoring,20,2s ago
77428,Lithium Jul 26,Sao Paulo,D-1071,Sofia Bell,69.90,70.05,0.15,87,At risk,21,3s ago
77429,Cocoa Sep 26,Chicago,D-1563,Theo Ivanov,71.60,71.80,0.20,8,Open,22,4s ago
77430,Cotton Nov 26,Singapore,D-2874,Luca Perez,73.30,73.55,0.25,17,Filled,23,5s ago
77431,Soybean Meal Jan 26,Frankfurt,D-251,Maya Chen,75.00,75.05,0.05,30,Monitoring,24,1s ago
77432,Wheat Mar 26,Sao Paulo,D-628,Noah Park,76.70,76.80,0.10,43,At risk,25,2s ago
77433,Copper May 26,Chicago,D-844,Iris Chen,78.40,78.55,0.15,56,Open,26,3s ago
77434,Nickel Jul 26,Singapore,D-1071,Sofia Bell,80.10,80.30,0.20,69,Filled,27,4s ago
77435,Aluminum Sep 26,Frankfurt,D-1563,Theo Ivanov,81.80,82.05,0.25,82,Monitoring,28,5s ago
77436,Lithium Nov 26,Sao Paulo,D-2874,Luca Perez,83.50,83.55,0.05,95,At risk,29,1s ago
77437,Cocoa Jan 26,Chicago,D-251,Maya Chen,85.20,85.30,0.10,12,Open,12,2s ago
77438,Cotton Mar 26,Singapore,D-628,Noah Park,86.90,87.05,0.15,25,Filled,13,3s ago
77439,Soybean Meal May 26,Frankfurt,D-844,Iris Chen,88.60,88.80,0.20,38,Monitoring,14,4s ago
77440,Wheat Jul 26,Sao Paulo,D-1071,Sofia Bell,90.30,90.55,0.25,51,At risk,15,5s ago
77441,Copper Sep 26,Chicago,D-1563,Theo Ivanov,60.00,60.05,0.05,64,Open,16,1s ago
77442,Nickel Nov 26,Singapore,D-2874,Luca Perez,61.70,61.80,0.10,77,Filled,17,2s ago
77443,Aluminum Jan 26,Frankfurt,D-251,Maya Chen,63.40,63.55,0.15,90,Monitoring,18,3s ago
77444,Lithium Mar 26,Sao Paulo,D-628,Noah Park,65.10,65.30,0.20,8,At risk,19,4s ago
77445,Cocoa May 26,Chicago,D-844,Iris Chen,66.80,67.05,0.25,20,Open,20,5s ago
77446,Cotton Jul 26,Singapore,D-1071,Sofia Bell,68.50,68.55,0.05,33,Filled,21,1s ago
77447,Soybean Meal Sep 26,Frankfurt,D-1563,Theo Ivanov,70.20,70.30,0.10,46,Monitoring,22,2s ago
77448,Wheat Nov 26,Sao Paulo,D-2874,Luca Perez,71.90,72.05,0.15,59,At risk,23,3s ago
77449,Copper Jan 26,Chicago,D-251,Maya Chen,73.60,73.80,0.20,72,Open,24,4s ago
77450,Nickel Mar 26,Singapore,D-628,Noah Park,75.30,75.55,0.25,85,Filled,25,5s ago
77451,Aluminum May 26,Frankfurt,D-844,Iris Chen,77.00,77.05,0.05,8,Monitoring,26,1s ago
77452,Lithium Jul 26,Sao Paulo,D-1071,Sofia Bell,78.70,78.80,0.10,15,At risk,27,2s ago
77453,Cocoa Sep 26,Chicago,D-1563,Theo Ivanov,80.40,80.55,0.15,28,Open,28,3s ago
77454,Cotton Nov 26,Singapore,D-2874,Luca Perez,82.10,82.30,0.20,41,Filled,29,4s ago
77455,Soybean Meal Jan 26,Frankfurt,D-251,Maya Chen,83.80,84.05,0.25,54,Monitoring,12,5s ago
77456,Wheat Mar 26,Sao Paulo,D-628,Noah Park,85.50,85.55,0.05,67,At risk,13,1s ago
77457,Copper May 26,Chicago,D-844,Iris Chen,87.20,87.30,0.10,80,Open,14,2s ago
77458,Nickel Jul 26,Singapore,D-1071,Sofia Bell,88.90,89.05,0.15,93,Filled,15,3s ago
77459,Aluminum Sep 26,Frankfurt,D-1563,Theo Ivanov,90.60,90.80,0.20,10,Monitoring,16,4s ago
77460,Lithium Nov 26,Sao Paulo,D-2874,Luca Perez,60.30,60.55,0.25,23,At risk,17,5s ago
77461,Cocoa Jan 26,Chicago,D-251,Maya Chen,62.00,62.05,0.05,36,Open,18,1s ago
77462,Cotton Mar 26,Singapore,D-628,Noah Park,63.70,63.80,0.10,49,Filled,19,2s ago
77463,Soybean Meal May 26,Frankfurt,D-844,Iris Chen,65.40,65.55,0.15,62,Monitoring,20,3s ago
77464,Wheat Jul 26,Sao Paulo,D-1071,Sofia Bell,67.10,67.30,0.20,75,At risk,21,4s ago
77465,Copper Sep 26,Chicago,D-1563,Theo Ivanov,68.80,69.05,0.25,88,Open,22,5s ago
77466,Nickel Nov 26,Singapore,D-2874,Luca Perez,70.50,70.55,0.05,8,Filled,23,1s ago
77467,Aluminum Jan 26,Frankfurt,D-251,Maya Chen,72.20,72.30,0.10,18,Monitoring,24,2s ago
77468,Lithium Mar 26,Sao Paulo,D-628,Noah Park,73.90,74.05,0.15,31,At risk,25,3s ago
77469,Cocoa May 26,Chicago,D-844,Iris Chen,75.60,75.80,0.20,44,Open,26,4s ago
77470,Cotton Jul 26,Singapore,D-1071,Sofia Bell,77.30,77.55,0.25,57,Filled,27,5s ago
77471,Soybean Meal Sep 26,Frankfurt,D-1563,Theo Ivanov,79.00,79.05,0.05,70,Monitoring,28,1s ago
77472,Wheat Nov 26,Sao Paulo,D-2874,Luca Perez,80.70,80.80,0.10,83,At risk,29,2s ago
77473,Copper Jan 26,Chicago,D-251,Maya Chen,82.40,82.55,0.15,8,Open,12,3s ago
77474,Nickel Mar 26,Singapore,D-628,Noah Park,84.10,84.30,0.20,13,Filled,13,4s ago
77475,Aluminum May 26,Frankfurt,D-844,Iris Chen,85.80,86.05,0.25,26,Monitoring,14,5s ago
77476,Lithium Jul 26,Sao Paulo,D-1071,Sofia Bell,87.50,87.55,0.05,39,At risk,15,1s ago
77477,Cocoa Sep 26,Chicago,D-1563,Theo Ivanov,89.20,89.30,0.10,52,Open,16,2s ago
77478,Cotton Nov 26,Singapore,D-2874,Luca Perez,90.90,91.05,0.15,65,Filled,17,3s ago
77479,Soybean Meal Jan 26,Frankfurt,D-251,Maya Chen,60.60,60.80,0.20,78,Monitoring,18,4s ago
77480,Wheat Mar 26,Sao Paulo,D-628,Noah Park,62.30,62.55,0.25,91,At risk,19,5s ago
77481,Copper May 26,Chicago,D-844,Iris Chen,64.00,64.05,0.05,8,Open,20,1s ago
77482,Nickel Jul 26,Singapore,D-1071,Sofia Bell,65.70,65.80,0.10,21,Filled,21,2s ago
77483,Aluminum Sep 26,Frankfurt,D-1563,Theo Ivanov,67.40,67.55,0.15,34,Monitoring,22,3s ago
77484,Lithium Nov 26,Sao Paulo,D-2874,Luca Perez,69.10,69.30,0.20,47,At risk,23,4s ago
77485,Cocoa Jan 26,Chicago,D-251,Maya Chen,70.80,71.05,0.25,60,Open,24,5s ago
77486,Cotton Mar 26,Singapore,D-628,Noah Park,72.50,72.55,0.05,73,Filled,25,1s ago
77487,Soybean Meal May 26,Frankfurt,D-844,Iris Chen,74.20,74.30,0.10,86,Monitoring,26,2s ago
77488,Wheat Jul 26,Sao Paulo,D-1071,Sofia Bell,75.90,76.05,0.15,8,At risk,27,3s ago
77489,Copper Sep 26,Chicago,D-1563,Theo Ivanov,77.60,77.80,0.20,16,Open,28,4s ago
77490,Nickel Nov 26,Singapore,D-2874,Luca Perez,79.30,79.55,0.25,29,Filled,29,5s ago
77491,Aluminum Jan 26,Frankfurt,D-251,Maya Chen,81.00,81.05,0.05,42,Monitoring,12,1s ago
77492,Lithium Mar 26,Sao Paulo,D-628,Noah Park,82.70,82.80,0.10,55,At risk,13,2s ago
77493,Cocoa May 26,Chicago,D-844,Iris Chen,84.40,84.55,0.15,68,Open,14,3s ago
77494,Cotton Jul 26,Singapore,D-1071,Sofia Bell,86.10,86.30,0.20,81,Filled,15,4s ago
77495,Soybean Meal Sep 26,Frankfurt,D-1563,Theo Ivanov,87.80,88.05,0.25,94,Monitoring,16,5s ago
77496,Wheat Nov 26,Sao Paulo,D-2874,Luca Perez,89.50,89.55,0.05,11,At risk,17,1s ago
77497,Copper Jan 26,Chicago,D-251,Maya Chen,91.20,91.30,0.10,24,Open,18,2s ago
77498,Nickel Mar 26,Singapore,D-628,Noah Park,60.90,61.05,0.15,37,Filled,19,3s ago
77499,Aluminum May 26,Frankfurt,D-844,Iris Chen,62.60,62.80,0.20,50,Monitoring,20,4s ago
77500,Lithium Jul 26,Sao Paulo,D-1071,Sofia Bell,64.30,64.55,0.25,63,At risk,21,5s ago
77501,Cocoa Sep 26,Chicago,D-1563,Theo Ivanov,66.00,66.05,0.05,76,Open,22,1s ago
77502,Cotton Nov 26,Singapore,D-2874,Luca Perez,67.70,67.80,0.10,89,Filled,23,2s ago
77503,Soybean Meal Jan 26,Frankfurt,D-251,Maya Chen,69.40,69.55,0.15,8,Monitoring,24,3s ago
77504,Wheat Mar 26,Sao Paulo,D-628,Noah Park,71.10,71.30,0.20,19,At risk,25,4s ago
77505,Copper May 26,Chicago,D-844,Iris Chen,72.80,73.05,0.25,32,Open,26,5s ago
77506,Nickel Jul 26,Singapore,D-1071,Sofia Bell,74.50,74.55,0.05,45,Filled,27,1s ago
77507,Aluminum Sep 26,Frankfurt,D-1563,Theo Ivanov,76.20,76.30,0.10,58,Monitoring,28,2s ago
77508,Lithium Nov 26,Sao Paulo,D-2874,Luca Perez,77.90,78.05,0.15,71,At risk,29,3s ago
77509,Cocoa Jan 26,Chicago,D-251,Maya Chen,79.60,79.80,0.20,84,Open,12,4s ago
77510,Cotton Mar 26,Singapore,D-628,Noah Park,81.30,81.55,0.25,8,Filled,13,5s ago
77511,Soybean Meal May 26,Frankfurt,D-844,Iris Chen,83.00,83.05,0.05,14,Monitoring,14,1s ago
77512,Wheat Jul 26,Sao Paulo,D-1071,Sofia Bell,84.70,84.80,0.10,27,At risk,15,2s ago
77513,Copper Sep 26,Chicago,D-1563,Theo Ivanov,86.40,86.55,0.15,40,Open,16,3s ago
77514,Nickel Nov 26,Singapore,D-2874,Luca Perez,88.10,88.30,0.20,53,Filled,17,4s ago
77515,Aluminum Jan 26,Frankfurt,D-251,Maya Chen,89.80,90.05,0.25,66,Monitoring,18,5s ago
77516,Lithium Mar 26,Sao Paulo,D-628,Noah Park,91.50,91.55,0.05,79,At risk,19,1s ago
77517,Cocoa May 26,Chicago,D-844,Iris Chen,61.20,61.30,0.10,92,Open,20,2s ago
77518,Cotton Jul 26,Singapore,D-1071,Sofia Bell,62.90,63.05,0.15,9,Filled,21,3s ago
77519,Soybean Meal Sep 26,Frankfurt,D-1563,Theo Ivanov,64.60,64.80,0.20,22,Monitoring,22,4s ago
77520,Wheat Nov 26,Sao Paulo,D-2874,Luca Perez,66.30,66.55,0.25,35,At risk,23,5s ago
77521,Copper Jan 26,Chicago,D-251,Maya Chen,68.00,68.05,0.05,48,Open,24,1s ago
77522,Nickel Mar 26,Singapore,D-628,Noah Park,69.70,69.80,0.10,61,Filled,25,2s ago
77523,Aluminum May 26,Frankfurt,D-844,Iris Chen,71.40,71.55,0.15,74,Monitoring,26,3s ago
77524,Lithium Jul 26,Sao Paulo,D-1071,Sofia Bell,73.10,73.30,0.20,87,At risk,27,4s ago
77525,Cocoa Sep 26,Chicago,D-1563,Theo Ivanov,74.80,75.05,0.25,8,Open,28,5s ago
77526,Cotton Nov 26,Singapore,D-2874,Luca Perez,76.50,76.55,0.05,17,Filled,29,1s ago
77527,Soybean Meal Jan 26,Frankfurt,D-251,Maya Chen,78.20,78.30,0.10,30,Monitoring,12,2s ago
77528,Wheat Mar 26,Sao Paulo,D-628,Noah Park,79.90,80.05,0.15,43,At risk,13,3s ago
77529,Copper May 26,Chicago,D-844,Iris Chen,81.60,81.80,0.20,56,Open,14,4s ago
77530,Nickel Jul 26,Singapore,D-1071,Sofia Bell,83.30,83.55,0.25,69,Filled,15,5s ago
77531,Aluminum Sep 26,Frankfurt,D-1563,Theo Ivanov,85.00,85.05,0.05,82,Monitoring,16,1s ago
77532,Lithium Nov 26,Sao Paulo,D-2874,Luca Perez,86.70,86.80,0.10,95,At risk,17,2s ago
77533,Cocoa Jan 26,Chicago,D-251,Maya Chen,88.40,88.55,0.15,12,Open,18,3s ago
77534,Cotton Mar 26,Singapore,D-628,Noah Park,90.10,90.30,0.20,25,Filled,19,4s ago
77535,Soybean Meal May 26,Frankfurt,D-844,Iris Chen,91.80,92.05,0.25,38,Monitoring,20,5s ago
77536,Wheat Jul 26,Sao Paulo,D-1071,Sofia Bell,61.50,61.55,0.05,51,At risk,21,1s ago
77537,Copper Sep 26,Chicago,D-1563,Theo Ivanov,63.20,63.30,0.10,64,Open,22,2s ago
77538,Nickel Nov 26,Singapore,D-2874,Luca Perez,64.90,65.05,0.15,77,Filled,23,3s ago
77539,Aluminum Jan 26,Frankfurt,D-251,Maya Chen,66.60,66.80,0.20,90,Monitoring,24,4s ago
77540,Lithium Mar 26,Sao Paulo,D-628,Noah Park,68.30,68.55,0.25,8,At risk,25,5s ago
77541,Cocoa May 26,Chicago,D-844,Iris Chen,70.00,70.05,0.05,20,Open,26,1s ago
77542,Cotton Jul 26,Singapore,D-1071,Sofia Bell,71.70,71.80,0.10,33,Filled,27,2s ago
77543,Soybean Meal Sep 26,Frankfurt,D-1563,Theo Ivanov,73.40,73.55,0.15,46,Monitoring,28,3s ago
77544,Wheat Nov 26,Sao Paulo,D-2874,Luca Perez,75.10,75.30,0.20,59,At risk,29,4s ago
77545,Copper Jan 26,Chicago,D-251,Maya Chen,76.80,77.05,0.25,72,Open,12,5s ago
77546,Nickel Mar 26,Singapore,D-628,Noah Park,78.50,78.55,0.05,85,Filled,13,1s ago
77547,Aluminum May 26,Frankfurt,D-844,Iris Chen,80.20,80.30,0.10,8,Monitoring,14,2s ago
77548,Lithium Jul 26,Sao Paulo,D-1071,Sofia Bell,81.90,82.05,0.15,15,At risk,15,3s ago
77549,Cocoa Sep 26,Chicago,D-1563,Theo Ivanov,83.60,83.80,0.20,28,Open,16,4s ago
77550,Cotton Nov 26,Singapore,D-2874,Luca Perez,85.30,85.55,0.25,41,Filled,17,5s ago
77551,Soybean Meal Jan 26,Frankfurt,D-251,Maya Chen,87.00,87.05,0.05,54,Monitoring,18,1s ago
77552,Wheat Mar 26,Sao Paulo,D-628,Noah Park,88.70,88.80,0.10,67,At risk,19,2s ago
77553,Copper May 26,Chicago,D-844,Iris Chen,90.40,90.55,0.15,80,Open,20,3s ago
77554,Nickel Jul 26,Singapore,D-1071,Sofia Bell,60.10,60.30,0.20,93,Filled,21,4s ago
77555,Aluminum Sep 26,Frankfurt,D-1563,Theo Ivanov,61.80,62.05,0.25,10,Monitoring,22,5s ago
77556,Lithium Nov 26,Sao Paulo,D-2874,Luca Perez,63.50,63.55,0.05,23,At risk,23,1s ago
77557,Cocoa Jan 26,Chicago,D-251,Maya Chen,65.20,65.30,0.10,36,Open,24,2s ago
77558,Cotton Mar 26,Singapore,D-628,Noah Park,66.90,67.05,0.15,49,Filled,25,3s ago
77559,Soybean Meal May 26,Frankfurt,D-844,Iris Chen,68.60,68.80,0.20,62,Monitoring,26,4s ago
77560,Wheat Jul 26,Sao Paulo,D-1071,Sofia Bell,70.30,70.55,0.25,75,At risk,27,5s ago
77561,Copper Sep 26,Chicago,D-1563,Theo Ivanov,72.00,72.05,0.05,88,Open,28,1s ago
77562,Nickel Nov 26,Singapore,D-2874,Luca Perez,73.70,73.80,0.10,8,Filled,29,2s ago
77563,Aluminum Jan 26,Frankfurt,D-251,Maya Chen,75.40,75.55,0.15,18,Monitoring,12,3s ago
77564,Lithium Mar 26,Sao Paulo,D-628,Noah Park,77.10,77.30,0.20,31,At risk,13,4s ago
77565,Cocoa May 26,Chicago,D-844,Iris Chen,78.80,79.05,0.25,44,Open,14,5s ago
77566,Cotton Jul 26,Singapore,D-1071,Sofia Bell,80.50,80.55,0.05,57,Filled,15,1s ago
77567,Soybean Meal Sep 26,Frankfurt,D-1563,Theo Ivanov,82.20,82.30,0.10,70,Monitoring,16,2s ago
77568,Wheat Nov 26,Sao Paulo,D-2874,Luca Perez,83.90,84.05,0.15,83,At risk,17,3s ago
77569,Copper Jan 26,Chicago,D-251,Maya Chen,85.60,85.80,0.20,8,Open,18,4s ago
77570,Nickel Mar 26,Singapore,D-628,Noah Park,87.30,87.55,0.25,13,Filled,19,5s ago
77571,Aluminum May 26,Frankfurt,D-844,Iris Chen,89.00,89.05,0.05,26,Monitoring,20,1s ago
77572,Lithium Jul 26,Sao Paulo,D-1071,Sofia Bell,90.70,90.80,0.10,39,At risk,21,2s ago
77573,Cocoa Sep 26,Chicago,D-1563,Theo Ivanov,60.40,60.55,0.15,52,Open,22,3s ago
